id	kind	owner_skill	parameterized_suite	definition_location
CA-020	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/acceptance.md:48
CA-021	scenario	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/acceptance.md:49
CC-001	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:23
CC-002	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:24
CC-003	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:25
CC-004	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:26
CC-005	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:27
CC-006	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:28
CC-007	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:36
CC-008	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:37
CC-009	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:38
CC-010	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:39
CC-011	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:40
CC-012	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:41
CC-013	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:42
CC-014	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:43
CC-015	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:44
CC-016	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:45
CC-017	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:46
CC-018	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:47
CC-019	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:48
CC-020	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:49
CC-021	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:50
CC-022	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:51
CC-023	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:52
CC-024	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:58
CC-025	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:59
CC-026	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:60
CC-027	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:61
CC-028	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:62
CC-029	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:63
CC-030	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:64
CC-031	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:65
CC-032	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:66
CC-033	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:67
CC-034	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:68
CC-035	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:69
CC-036	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:70
CC-037	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:71
CC-038	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:72
CC-039	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:73
CC-040	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:74
CC-041	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:75
CC-042	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:76
CC-043	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:77
CC-044	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:78
CC-045	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:79
CC-046	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:80
CC-047	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:81
CC-048	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:82
CC-049	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:83
CC-050	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:84
CC-051	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:85
CC-052	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:86
CC-053	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:87
CC-054	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:88
CC-055	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:89
CC-056	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:90
CC-057	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:91
CC-058	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:92
CC-059	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:93
CC-060	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:94
CC-061	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:95
CC-062	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:96
CC-063	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:97
CC-064	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:98
CC-065	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:99
CC-066	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:100
CC-067	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:101
CC-068	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:102
CC-069	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:103
CC-070	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:104
CC-071	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:105
CC-072	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:106
CC-073	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:107
CC-074	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:113
CC-075	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:114
CC-076	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:115
CC-077	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:116
CC-078	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:117
CC-079	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:118
CC-080	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:119
CC-081	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:120
CC-082	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:121
CC-083	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:122
CC-084	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:123
CC-085	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:133
CC-086	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:134
CC-087	contract	implementation-commands-input	CONF-012	.codex/skills/implementation-commands-input/references/command-catalog.md:135
